name,team,position,opponent_team_1,opponent_team_2,opponent_team_3,opponent_team_4,opponent_team_5,opponent_team_6,opponent_team_7,opponent_team_8,opponent_team_9,opponent_team_10,opponent_team_11
Luke Harris,,,5.0,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0
Luke Thomas,,,1.0,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0
Mackenzie Hunt,,,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0
Mads Juel Andersen,12.0,DEF,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Mahamadou Susoho,,,,,,,,,,8.0,,9.0,17.0
Marcelo de AraÃºjo Pitaluga Filho,,,,,,,,17.0,8.0,14.0,1.0,6.0,15.0
Marcos Senesi,3.0,DEF,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Marcus Tavernier,3.0,MID,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Mark OâMahony,,,,,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0
Mark Travers,3.0,GK,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Marvelous Nakamba,12.0,MID,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Matt Macey,12.0,GK,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Matthew Whittingham,,,,,,,1.0,6.0,16.0,19.0,7.0,4.0,9.0
Matz Sels,,,,,,,,,,,,,
Mauro Bandeira,,,,,,,,,,,,,
Max Aarons,3.0,DEF,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Max Kinsey,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,,,
Maxime Esteve,,,,,,,,,,,,,
Micah Hamilton,,,,,,,,,,,,9.0,17.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,
Michael Ndiweni,,,,,,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0
Michael Olakigbe,,,7.0,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0
Mike TrÃ©sor,,,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0
Mikey Moore,,,,,,,,,,,,,
Milos Kerkez,3.0,DEF,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Mohammed Kudus,,,9.0,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0
Morgan Rogers,,,,,,,,,,,,,
Murillo Santiago Costa dos Santos,,,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0
Myles Lewis-Skelly,,,,,,,,,,5.0,11.0,19.0,10.0
Myles Peart-Harris,,,,,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0
Nathan Fraser,,,15.0,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0
NicolÃ¡s DomÃ­nguez,,,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0
NicolÃ² Zaniolo,,,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0
Noha Lemina,,,,,,,,,,,,,
Norberto Bercique Gomes Betuncal,,,19.0,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0
Norberto Murara Neto,3.0,GK,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
NoÃ«l Atom,,,,,,,,,,,,,
Odeluga Offiah,,,,,,,,,,,,,
Odysseas Vlachodimos,,,11.0,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0
Oliver Arblaster,,,,,,,,,,,,,
Oliver Scarles,,,,,,,,,,,,,
Oliwier Zych,,,12.0,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0
Ollie Harrison,,,,,,,,,,,,,
Owen Beck,,,,,,,,,,,,,
Owen Hampson,,,,,,,,,,,,,
Owen Hesketh,,,,,,,,,,,7.0,4.0,9.0
Pelly Ruddock Mpanzu,12.0,MID,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Philip Billing,3.0,MID,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Radek VÃ­tek,,,13.0,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0
Radu Dragusin,,,,,,,,,,,,,
Reece Burke,12.0,DEF,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Reuell Walters,,,,,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0
Rhys Bennett,,,,,,,,,,,19.0,2.0,16.0
Rodrigo Duarte Ribeiro,,,,,,,,,,,,,
Romain Faivre,,,,,,,,,,,,,
RomÃ©o Lavia,,,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0
Ronnie Stutter,,,4.0,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0
Roshaun Mathurin,,,,,,,,,,,,,
Ross Barkley,12.0,MID,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Ryan Christie,3.0,MID,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Ryan Fredericks,3.0,DEF,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Ryan Giles,12.0,DEF,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Ryan Gravenberch,,,16.0,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0
Ryan OnÃ©,,,1.0,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0
Sam Curtis,,,,,,,,,,,,,
Sam Proctor,,,,,,,,,,4.0,17.0,14.0,6.0
Saman Ghoddos,,,7.0,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0
Samy Chouchane,,,,,,,,,,,,,
Santiago Bueno,,,15.0,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0
Siriki DembÃ©lÃ©,3.0,MID,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Sofyan Amrabat,,,13.0,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0
Steven Benda,,,5.0,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0
Sydie Peck,,,,,,,,,4.0,7.0,2.0,12.0,13.0
Tahith Chong,12.0,MID,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Tawanda Chirewa,,,,,,,1.0,6.0,16.0,19.0,7.0,4.0,9.0
Taylan Harris,,,,,,,,,,,,,
Tayo Adaramola,,,,,,,,,,13.0,5.0,7.0,4.0
Ted Curd,,,,,,,,,,,,,
Teddy Sharman-Lowe,,,,,,,,,,,,,
Temple Ojinnaka,,,,,,,,,,,,,
Thomas Kaminski,12.0,GK,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Tim Krul,,,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Timo Werner,,,,,,,,,,,,,
Timothy Castagne,,,5.0,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0
Toby Collyer,,,,,,,,,,,,,
Tom Davies,,,1.0,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0
Tom Lockyer,12.0,DEF,2.0,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Tommi O'Reilly,,,,,,,,,,,17.0,14.0,6.0
Travis Hernes,,,,,,,,,,,,,
Treymaurice Nyoni,,,,,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0
Ty Barnett,,,,,,,,,,,7.0,4.0,9.0
Tyler Adams,,,6.0,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0
Tyrese Hall,,,,,,,,,,,,,
Tyrique George,,,,,,,,,,,,,
ValentÃ­n Barco,,,,,,,,,,,,,
Valintino Adedokun,,,,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0
Vincent Angelini,,,,,,,12.0,5.0,17.0,2.0,,20.0,8.0
Wataru Endo,,,16.0,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0
Wesley Okoduwa,,,,,,,,,,,,,
Willy Kambwala,,,,,,,,,,11.0,19.0,2.0,16.0
Wilson Odobert,,,3.0,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0
Yago de Santiago Alonso,,,,,,,13.0,19.0,15.0,16.0,9.0,5.0,3.0
Yegor Yarmoliuk,,,,,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0
Yerson Mosquera,,,,,,,,,,,,,
Yunus Konak,,,,,,,,,,,,,
Zack Nelson,,,,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0
Zak Sturge,,,,,,,,,,,,,
ÄorÄe PetroviÄ,,,,,,,,,,,,,
Aaron Ramsey,,,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0
Adam Smith,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Adam Wharton,,,,,,,,,,,,,
Adama TraorÃ©,,,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0,7.0
Ademola Ola-Adebomi,,,6.0,9.0,12.0,19.0,3.0,11.0,13.0,5.0,7.0,4.0,1.0
Admiral Muskwe,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Aidan Francis-Clarke,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Alex Matos,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Alex Scott,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Alfie Dorrington,,,,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0
Alfie Doughty,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Alfie Gilchrist,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Allan Campbell,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Altay Bayindir,,,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0
Amadou Diallo,,,,3.0,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0,13.0
Amara Nallo,,,,,,,,,,,,,
Amari'i Bell,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Andrew Omobamidele,,,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0
Andros Townsend,,,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Anssumane Fati Vieira,,,9.0,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Antoine Semenyo,3.0,FWD,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Aribim Pepple,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Ashley Phillips,,,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0
Axel Piesold,,,,,,,,,,,,,
Bashir Humphreys,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Ben Brereton,,,,,,,,,,,,,19.0
Ben Greenwood,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Ben Jackson,,,,,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Ben Parkinson,,,,3.0,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0,13.0
Ben Pearson,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Benicio Baker-Boaitey,,,,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Benjamin Arthur,,,,,,,,,,,,,
Benjamin Fredrick,,,,,,,,,,,,,
Billy Blacker,,,,,,,,,,,,,
Billy Crellin,,,,,,,,,,,,,
Bradley Ibrahim,,,,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0,8.0
Callan McKenna,,,,,,,,,,,,,
Callum Marshall,,,,,,,,,,,,,17.0
Callum Scanlon,,,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0,3.0
Cameron Peupion,,,,,,,,,,,,,20.0
Carlos Baleba,,,9.0,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Carlos Mendes Gomes,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Carlton Morris,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Cauley Woodrow,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Cesare Casadei,,,,,,,,,,,,,
Charles Sagoe,,,,6.0,4.0,20.0,12.0,2.0,5.0,11.0,19.0,10.0,8.0
Chiedozie Ogbene,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Chris Mepham,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Christian Chigozie,,,,,,,,,,,,,
ClÃ©ment Lenglet,,,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0
Conor Bradley,,,,,,,17.0,8.0,14.0,1.0,6.0,15.0,3.0
Daiki Hashioka,,,,,,,,,,,,,
Dan Potts,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Dango Ouattara,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Daniel Gore,,,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0
Daniel MuÃ±oz,,,,,,,,,,,,,
Darren Randolph,3.0,GK,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
David Brooks,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
David Ozoh,,,6.0,9.0,12.0,19.0,3.0,11.0,13.0,5.0,7.0,4.0,1.0
Deivid Washington de Souza EugÃªnio,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Dermot Mee,,,,,,,,,,,,,
Detlef Esapa Osong,,,,,,,,,,,,,4.0
Devan Tanton,,,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0,7.0
Diego Manuel Jadon da Silva Moreira,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Dion Pereira,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Divock Origi,,,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0
Djordje Petrovic,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,
Dominic Dos Santos Martins,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,,
Dominic Solanke,3.0,FWD,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Dovydas Sasnauskas,,,,,,,,,,,,,
Eddie Beach,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Elijah Adebayo,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Elijah Campbell,,,,,,,,,6.0,18.0,13.0,20.0,2.0
Elliot Thorpe,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Emiliano Marcondes,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Enes Ãnal,,,,,,,,,,,,,
Enso GonzÃ¡lez,,,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0
Ethan Brierley,,,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0
Ethan Nwaneri,,,,,,,,,,,19.0,10.0,8.0
Ethan Wheatley,,,,,,,,,,,,,
Fabian Mrozek,,,,,,,,,,,,,
Filip Marschall,,,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0
Finley Munroe,,,,,,,,,,,,,
Fletcher Holman,,,,,,,,,,,,,
FodÃ© Ballo-TourÃ©,,,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0,7.0
Franco Umeh-Chibueze,,,,,,,,,,,,,
Fred Onyedinma,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Gabriel Osho,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Gavin Kilkenny,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
George Earthy,,,,,,,,,,,,,
Giovanni Reyna,,,,,,,,,,,,,
Glen Rea,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Gonzalo Montiel,,,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0
Gustavo Hamer,,,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0,19.0
Habeeb Ogunneye,,,,,,,,,,,,,
Hamed TraorÃ¨,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Han-Noah Massengo,,,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0
Hannes Delcroix,,,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0
Harry Amass,,,,,,,,,,,,,
Harvey Griffiths,,,,,,,,,,,,,5.0
HÃ¡kon Valdimarsson,,,,,,,,,,,,,
Ibrahim SangarÃ©,,,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0
Illia Zabarnyi,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
IonuÈ Radu,3.0,GK,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Issa KaborÃ©,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Ivo Grbic,,,,,,,,,,,,,
Jack Harrison,,,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0
Jack Walton,12.0,GK,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Jacob Brown,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Jacob Wright,,,,,,,,,,,,,
Jadan Raymond,,,6.0,9.0,12.0,19.0,3.0,11.0,13.0,5.0,7.0,4.0,1.0
Jaidon Anthony,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Jamal Lowe,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
James Hill,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
James Shea,12.0,GK,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
James Sweet,,,,,,,,,,,,,
James Ward-Prowse,,,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0
James Wright,,,,,,,,,,,,,9.0
Jamie Donley,,,7.0,20.0,2.0,13.0,19.0,15.0,16.0,9.0,5.0,3.0,14.0
Jamie McDonnell,,,,,,,,,,,,,4.0
Jayden Danns,,,,,,,,,,,,,
Jayden Luker,,,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Jean-Ricner Bellegarde,,,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0
Jenson Metcalfe,,,,,,,,,6.0,18.0,13.0,20.0,2.0
Ji-Soo Kim,,,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0
Jili Buyabu,,,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0,19.0
Jimi Tauriainen,,,,,,,,,,,,,
Joe Gardner,,,,,,,,,,,,,4.0
Joe Gauci,,,,,,,,,,,,,
Joe Hugill,,,,,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0
Joe Rothwell,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Joe Taylor,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Joe White,,,,,,,,,,,,,
John McAtee,12.0,FWD,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Jonny Evans,,,10.0,12.0,9.0,15.0,7.0,3.0,11.0,19.0,2.0,16.0,18.0
Jordan Clark,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Joseph Johnson,,,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Josh Acheampong,,,,,,,,,,,,,
Josh Brooking,,,18.0,13.0,15.0,5.0,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Joshua Duffus,,,,,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Joshua King,,,,,,,,,,,,,
Justin Hubner,,,,,,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0
Justin Kluivert,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
JÃ©rÃ©my Doku,,,3.0,7.0,11.0,18.0,2.0,12.0,8.0,,9.0,17.0,15.0
Kadan Young,,,,,,,,,,,,,
Kaden Rodney,,,,,,,,,,,,,
Kaelan Casey,,,,,,,,,,,,5.0,17.0
Kaide Gordon,,,,,,,,,,,,,3.0
Kaine Kesler-Hayden,,,,,,,,,,,,,
Kiano Dyer,,,,,,,,,,,,,
Kieffer Moore,3.0,FWD,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Konstantinos Mavropanos,,,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0
Kristian Sekularac,,,,,,,,,,,,,
Lander Emery,,,,,,,,,,,,,
Leigh Kavanagh,,,,,,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Leo Castledine,,,,,,,14.0,9.0,17.0,20.0,8.0,12.0,10.0
Leon Chiwome,,,,,,,,,,,,,
Lewis Cook,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Lewis Koumas,,,,,,,,,,,,,
Lewis Orford,,,,,,,,,,,,5.0,17.0
Lewis Warrington,,,,,,,,,,,,,
Lloyd Kelly,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Lorenz Assignon,,,,,,,,,,,,,
Louie Watson,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Louis Jackson,,,,,,,,,,,,,
Luca Barrington,,,,,,,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Luis Sinisterra,,,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Luke Berry,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Luke Chambers,,,12.0,4.0,13.0,10.0,17.0,8.0,14.0,1.0,6.0,15.0,3.0
Luke Freeman,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Luke Harris,,,14.0,2.0,20.0,11.0,16.0,19.0,15.0,6.0,3.0,1.0,7.0
Luke Thomas,,,20.0,5.0,3.0,6.0,11.0,4.0,7.0,2.0,12.0,13.0,19.0
Mackenzie Hunt,,,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0
Mads Juel Andersen,12.0,DEF,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Mahamadou Susoho,,,,,,,,,8.0,,9.0,17.0,15.0
Marcelo de AraÃºjo Pitaluga Filho,,,,,,,17.0,8.0,14.0,1.0,6.0,15.0,3.0
Marcos Senesi,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Marcus Tavernier,3.0,MID,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Mark OâMahony,,,,17.0,16.0,7.0,4.0,6.0,1.0,8.0,18.0,19.0,20.0
Mark Travers,3.0,GK,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Marvelous Nakamba,12.0,MID,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Matt Macey,12.0,GK,11.0,14.0,8.0,4.0,1.0,13.0,,15.0,17.0,7.0,6.0
Matthew Whittingham,,,,,,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0
Matz Sels,,,,,,,,,,,,,
Mauro Bandeira,,,,,,,,,,,,,
Max Aarons,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Max Kinsey,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,,,
Maxime Esteve,,,,,,,,,,,,,
Micah Hamilton,,,,,,,,,,,9.0,17.0,15.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,
Michael Ndiweni,,,,,7.0,14.0,9.0,18.0,10.0,12.0,16.0,11.0,13.0
Michael Olakigbe,,,19.0,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0
Mike TrÃ©sor,,,8.0,1.0,19.0,17.0,20.0,5.0,9.0,10.0,11.0,2.0,12.0
Mikey Moore,,,,,,,,,,,,,
Milos Kerkez,3.0,DEF,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
Mohammed Kudus,,,4.0,16.0,6.0,8.0,18.0,10.0,20.0,14.0,1.0,5.0,17.0
Morgan Rogers,,,,,,,,,,,,,
Murillo Santiago Costa dos Santos,,,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0
Myles Lewis-Skelly,,,,,,,,,5.0,11.0,19.0,10.0,8.0
Myles Peart-Harris,,,,11.0,1.0,12.0,5.0,17.0,2.0,,20.0,8.0,16.0
Nathan Fraser,,,17.0,18.0,10.0,1.0,6.0,16.0,19.0,7.0,4.0,9.0,5.0
NicolÃ¡s DomÃ­nguez,,,2.0,19.0,5.0,9.0,10.0,20.0,18.0,3.0,15.0,14.0,4.0
NicolÃ² Zaniolo,,,16.0,10.0,18.0,3.0,13.0,1.0,4.0,17.0,14.0,6.0,9.0
Noha Lemina,,,,,,,,,,,,,
Norberto Bercique Gomes Betuncal,,,5.0,8.0,14.0,16.0,15.0,7.0,6.0,18.0,13.0,20.0,2.0
Norberto Murara Neto,3.0,GK,13.0,15.0,17.0,2.0,8.0,14.0,,16.0,10.0,18.0,11.0
NoÃ«l Atom,,,,,,,,,,,,,
