name,team,position,gw1_expected_goals,gw2_expected_goals,gw3_expected_goals,gw4_expected_goals,gw5_expected_goals,gw6_expected_goals,gw7_expected_goals,gw8_expected_goals,gw9_expected_goals,gw10_expected_goals,gw11_expected_goals,gw12_expected_goals,gw13_expected_goals,gw14_expected_goals,gw15_expected_goals,gw16_expected_goals,gw17_expected_goals,gw18_expected_goals,gw19_expected_goals,gw20_expected_goals,gw21_expected_goals,gw22_expected_goals,gw23_expected_goals,gw24_expected_goals,gw25_expected_goals,gw26_expected_goals,gw27_expected_goals,gw28_expected_goals,gw29_expected_goals,gw30_expected_goals,gw31_expected_goals,gw32_expected_goals,gw33_expected_goals,gw34_expected_goals,gw35_expected_goals,gw36_expected_goals,gw37_expected_goals,gw38_expected_goals
Danny Ward,11.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Welbeck,5.0,FWD,0.2,1.11,0.1,0.18,0.37,0.41,1.13,0.42,0.63,0.26,0.3,0.0,0.19,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.14,0.03,0.0,0.37,0.21,0.0,0.0,0.53,0.64,0.22,0.08,0.0,0.79,0.66,0.0
Dante Cassanova,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dara O'Shea,,,,,0.0,0.06,0.06,0.04,0.05,0.09,0.0,0.18,0.1,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.05,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.21,0.08,0.0,0.0,0.02,0.0,0.11,0.0
Darwin NÃºÃ±ez Ribeiro,12.0,FWD,0.0,0.0,0.15,0.0,0.31,0.0,0.0,0.0,0.0,0.07,1.0,0.15,0.0,0.39,,0.11,0.0,0.25,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.84,,0.02,0.0,0.0,0.0,0.02,0.3,0.0,0.0,0.54
David Brooks,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.27,0.07,0.0,0.0,0.43,0.15,0.02,0.43,0.06,0.0,0.03,0.0,0.05,0.0,0.46,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
David Datro Fofana,6.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Moyes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ozoh,7.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
David Raya Martin,1.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Dean Henderson,7.0,GK,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Dean Huijsen,3.0,DEF,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.22,0.24,0.0,0.33,0.0,0.0,0.12,0.0,0.25,0.08,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.15,0.04,0.0,0.03,0.0,0.04,0.0,0.15,0.0,0.0,0.0
Declan Rice,1.0,MID,0.09,0.07,0.03,0.0,0.0,0.06,0.14,0.0,0.0,0.35,0.0,0.0,0.0,0.08,0.12,0.03,0.16,0.11,0.0,0.04,0.13,0.02,0.04,0.0,0.12,0.02,0.1,0.12,0.16,0.28,0.28,0.03,0.0,,0.59,0.0,0.09,0.16
Deivid Washington de Souza EugÃªnio,6.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Kulusevski,18.0,MID,0.0,0.0,0.08,0.16,0.38,0.43,0.05,0.17,0.1,0.0,0.0,0.12,0.0,0.04,0.05,0.37,0.4,0.02,0.42,0.03,0.27,0.11,0.07,0.27,0.33,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.04,0.0,0.0
Deniz Undav,5.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dermot Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Destiny Udogie,18.0,DEF,0.0,0.0,0.0,0.0,0.05,0.09,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Carlos Santos Silva,2.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.06,0.06,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Diego GÃ³mez,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.29,0.0,0.0,0.0,0.13,0.0,0.28,0.0,0.0,0.09
Diogo Dalot Teixeira,14.0,DEF,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.38,0.0,0.0,0.03,0.0,0.07,0.11,0.0,0.31,0.07,0.0,0.04,0.0,0.0,0.0,0.18,0.31,0.0,0.16,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Diogo Teixeira da Silva,12.0,MID,0.95,0.59,0.07,0.3,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.38,0.15,0.0,0.47,0.26,0.91,0.0,0.0,0.0,0.47,0.0,0.0,0.0,,0.38,0.32,0.0,0.46,0.06,0.18,0.09,0.0,0.33
Divin Mubama,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Djed Spence,18.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.11,0.0,0.0,0.0,0.06,0.15,0.0,0.07,0.02,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,8.0,FWD,0.0,0.05,0.31,0.76,0.26,0.34,0.21,1.31,0.12,0.09,0.17,0.18,0.21,0.31,,0.0,0.0,0.19,0.14,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.33
Dominic Sadi,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Solanke-Mitchell,18.0,FWD,0.34,0.0,0.0,0.17,1.61,1.33,0.0,0.08,0.02,1.52,0.38,0.12,0.0,0.18,0.94,0.28,0.47,0.12,0.16,0.46,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.61,0.0,0.22,0.46,0.0,0.26,0.0,0.0,0.0,0.79
Dominik Szoboszlai,12.0,MID,0.15,0.06,0.03,0.16,0.04,0.75,0.04,0.22,0.0,0.0,0.0,0.23,0.22,0.0,,0.0,1.77,0.0,0.0,0.0,0.3,0.43,0.67,0.16,0.05,0.26,0.41,0.11,,0.06,0.04,0.0,0.04,0.28,0.0,0.06,0.11,0.05
Donyell Malen,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.2,0.03,0.24,0.0,0.0,,0.06,0.72,0.23,0.06,,0.5,0.0,0.0,0.0
Dwight McNeil,8.0,MID,0.0,0.03,0.06,0.02,0.13,0.25,0.04,0.05,0.06,0.0,0.0,0.16,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.0,0.0,0.0
Eberechi Eze,7.0,MID,0.41,0.45,0.19,0.46,0.5,0.21,0.24,0.3,0.16,0.0,0.0,0.0,0.0,0.19,0.18,0.07,0.0,0.16,0.39,0.46,0.09,0.05,0.3,0.0,0.17,0.17,0.3,0.58,,0.2,0.08,0.66,0.04,,0.98,1.16,0.21,0.0
Eddie Howe,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Nketiah,1.0,FWD,0.0,0.0,0.0,0.34,0.15,0.09,0.07,0.25,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.07,0.12,0.09,0.0,0.08,0.0,0.97,0.63,,0.16,0.0,0.0,0.0,,0.2,0.28,0.63,0.22
Ederson Santana de Moraes,13.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Edson Ãlvarez VelÃ¡zquez,19.0,MID,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
Eiran Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elkan Baggott,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,16.0,MID,0.0,0.05,0.05,0.0,0.0,0.03,0.08,0.26,0.24,0.0,0.0,0.0,0.0,0.03,0.03,0.09,0.0,0.06,0.0,0.13,0.0,0.03,0.01,0.0,0.02,0.16,0.0,0.0,0.08,0.0,0.28,0.0,0.03,0.03,0.1,0.06,0.0,0.19
Elyh Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Leite de Souza Junior,18.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri dos Santos,19.0,DEF,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.86,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.35,0.07,0.01,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
Emil Krafth,15.0,DEF,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,9.0,MID,0.0,0.53,0.17,0.22,0.41,0.15,0.0,0.0,0.34,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.85,0.07,0.07,0.56,0.01,0.0,0.08,0.05,0.0,0.0,0.0,0.0,0.28,0.03,0.0,0.1,0.0
Emiliano BuendÃ­a Stati,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emiliano MartÃ­nez Romero,2.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emmanuel Agbadou,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.15,0.07,0.0,0.01,0.0,0.0,0.61,0.0
Emmanuel Dennis,16.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endo Wataru,12.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enes Ãnal,3.0,FWD,0.0,0.0,0.0,0.08,0.04,0.0,0.44,0.0,0.1,0.0,0.06,0.22,0.1,0.28,0.78,0.09,0.07,0.42,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enso GonzÃ¡lez,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enzo Barrenechea,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Enzo FernÃ¡ndez,6.0,MID,0.22,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.14,0.0,0.87,0.07,0.07,0.13,0.11,0.1,0.07,0.25,0.08,0.12,0.0,0.04,0.56,0.02,1.17,0.08,0.23,0.05,0.58,0.17,0.23,0.0,0.06,0.65,0.02,0.02,0.0
Enzo Maresca,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric da Silva Moreira,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erling Haaland,13.0,FWD,0.28,1.79,1.71,1.1,0.81,0.45,0.25,0.0,2.33,0.88,1.38,0.82,0.19,0.17,0.69,0.14,0.11,0.82,0.87,0.95,0.4,1.3,0.33,0.36,0.17,0.0,1.38,0.15,0.95,0.0,0.0,0.0,0.0,,0.0,0.05,0.11,0.96
Ethan Brierley,4.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.24,0.02,0.18,0.01,0.07,0.0,0.0,0.14,0.0,0.03,0.16,,0.0,0.0,0.0,0.04
Ethan Pinnock,4.0,DEF,0.01,0.0,0.0,0.22,0.0,0.0,0.19,0.42,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Wheatley,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,5.0,FWD,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.02,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezra Mayers,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezri Konsa Ngoyo,2.0,DEF,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,,0.07,0.0,0.15,0.0,,0.0,0.0,0.35,0.0
Fabian HÃ¼rzeler,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian SchÃ¤r,15.0,DEF,0.04,0.0,0.0,0.1,0.4,0.08,0.0,0.04,0.24,0.06,0.02,0.03,0.0,0.3,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.04,0.07,0.16,0.0,0.07,0.0,0.0,,0.02,0.04,0.0,0.29,0.02,0.3,0.0,0.92,0.41
Facundo Buonanotte,11.0,MID,0.0,0.0,0.17,0.0,0.04,0.18,0.3,1.34,0.12,0.23,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.0,0.04,0.1,0.0,0.0,0.23,0.0,0.04,0.0,0.17,0.06,0.0,0.13,0.0,0.0
Facundo Pellistri Rebollo,14.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Chiesa,,,,,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0
Felipe Rodrigues da Silva,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferdi Kadioglu,,,,,0.0,0.03,0.0,0.0,0.0,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip JÃ¸rgensen,6.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Marschall,2.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Flynn Downes,17.0,MID,0.11,0.0,0.09,0.0,0.02,0.0,0.04,0.2,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Francisco Evanilson de Lima Barbosa,,,,0.75,0.2,0.91,0.04,0.44,0.12,0.04,0.04,0.47,0.97,0.51,0.51,0.59,0.15,0.13,0.04,0.1,0.28,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.43,0.72,1.72,0.53,0.2,0.0,0.59,0.12,0.42,0.4
Francisco Jorge TomÃ¡s Oliveira,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Umeh-Chibueze,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Frank Onyeka,4.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraser Forster,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Ladapo,10.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Simmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FÃ¡bio Ferreira Vieira,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
FÃ¡bio Freitas Gouveia Carvalho,4.0,MID,0.0,0.0,0.08,0.0,0.0,0.02,0.89,0.16,0.0,0.32,0.0,0.0,0.04,0.09,0.04,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FÃ¡bio Silva,20.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Fernando de Jesus,1.0,FWD,0.0,0.0,0.0,0.0,0.0,0.11,0.38,0.0,0.18,0.0,0.0,0.15,0.05,0.0,0.0,0.15,0.82,0.0,0.75,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Gabriel Martinelli Silva,1.0,MID,0.08,0.0,0.0,0.17,0.0,0.39,0.41,0.42,0.06,0.0,0.48,0.0,0.0,0.17,0.0,0.12,0.66,0.0,0.4,0.0,0.04,0.47,0.0,0.17,0.0,0.0,0.0,0.37,0.08,0.33,0.04,0.22,0.67,,0.08,0.4,0.12,0.74
Gabriel dos Santos MagalhÃ£es,1.0,DEF,0.12,0.0,0.12,0.27,0.49,0.27,0.2,0.02,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.0,0.39,0.27,0.0,0.0,0.03,0.0,0.06,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Garang Kuol,15.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Bazunu,17.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
