name,team,position,gw1_opponent_team,gw2_opponent_team,gw3_opponent_team,gw4_opponent_team,gw5_opponent_team,gw6_opponent_team,gw7_opponent_team,gw8_opponent_team,gw9_opponent_team,gw10_opponent_team,gw11_opponent_team,gw12_opponent_team,gw13_opponent_team,gw14_opponent_team,gw15_opponent_team,gw16_opponent_team,gw17_opponent_team,gw18_opponent_team,gw19_opponent_team,gw20_opponent_team,gw21_opponent_team,gw22_opponent_team,gw23_opponent_team,gw24_opponent_team,gw25_opponent_team,gw26_opponent_team,gw27_opponent_team,gw28_opponent_team,gw29_opponent_team,gw30_opponent_team,gw31_opponent_team,gw32_opponent_team,gw33_opponent_team,gw34_opponent_team,gw35_opponent_team,gw36_opponent_team,gw37_opponent_team,gw38_opponent_team
BenoÃ®t Badiashile,,,,,,,,,,,,,,,,,,,,,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
Bernardo Veiga de Carvalho e Silva,13.0,MID,19.0,3.0,15.0,7.0,16.0,2.0,,20.0,14.0,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0,18.0,2.0,16.0,3.0,15.0,7.0,,12.0,17.0,10.0,,1.0,9.0,11.0,8.0,6.0,4
Bernd Leno,9.0,GK,12.0,20.0,4.0,1.0,5.0,18.0,,16.0,15.0,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0,18.0,6.0,16.0,5.0,20.0,4.0,1.0,,3.0,19.0,8.0,11.0,2.0,13.0,10.0,17.0,7.0,14
Bertrand TraorÃ©,2.0,MID,3.0,8.0,7.0,19.0,1.0,13.0,,17.0,11.0,16.0,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0,17.0,10.0,13.0,1.0,8.0,7.0,19.0,3.0,6.0,16.0,15.0,4.0,9.0,14.0,20.0,18.0,12.0,5
Billy Gilmour,6.0,MID,8.0,18.0,11.0,10.0,17.0,10.0,,,12.0,18.0,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0,10.0,3.0,7.0,9.0,,19.0,11.0,,4.0,18.0,6.0,,16.0,20.0,8.0,1.0,17.0,2
Bobby Clark,,,,7.0,14.0,3.0,15.0,8.0,,,5.0,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0,20.0,8.0,15.0,7.0,14.0,3.0,,13.0,1.0,11.0,16.0,19.0,18.0,4.0,10.0,2.0,17
Bobby De Cordova-Reid,9.0,MID,12.0,20.0,4.0,1.0,5.0,18.0,,16.0,15.0,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0,18.0,6.0,16.0,5.0,20.0,4.0,1.0,,3.0,19.0,8.0,11.0,2.0,13.0,10.0,17.0,7.0,14
Boubacar Kamara,2.0,MID,3.0,8.0,7.0,19.0,1.0,13.0,,17.0,11.0,16.0,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0,17.0,10.0,13.0,1.0,8.0,7.0,19.0,3.0,6.0,16.0,15.0,4.0,9.0,14.0,20.0,18.0,12.0,5
Boubacar TraorÃ©,,,,,,,,,,13.0,19.0,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0,12.0,17.0,3.0,9.0,18.0,15.0,11.0,16.0,6.0,4.0,10.0,7.0,5.0,2.0,14.0,8.0,1
Boubakary SoumarÃ©,11.0,MID,4.0,1.0,17.0,6.0,14.0,5.0,,18.0,16.0,3.0,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0,5.0,2.0,18.0,14.0,1.0,17.0,6.0,4.0,7.0,3.0,13.0,20.0,11.0,8.0,9.0,12.0,15.0,19
Braian Ojeda RodrÃ­guez,16.0,MID,15.0,19.0,8.0,18.0,13.0,3.0,,9.0,10.0,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Brandon Austin,18.0,GK,17.0,6.0,20.0,16.0,19.0,9.0,,10.0,1.0,5.0,8.0,14.0,15.0,3.0,12.0,11.0,4.0,2.0,7.0,1.0,9.0,13.0,10.0,19.0,6.0,20.0,16.0,17.0,8.0,5.0,3.0,15.0,14.0,12.0,7.0,2.0,4.0,11
Brandon Williams,14.0,DEF,5.0,4.0,12.0,17.0,10.0,1.0,,,13.0,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0,7.0,11.0,10.0,,12.0,17.0,,15.0,8.0,16.0,,18.0,2.0,19.0,20.0,3.0,9
Brenden Aaronson,10.0,MID,20.0,17.0,6.0,5.0,8.0,4.0,,,2.0,7.0,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0,4.0,16.0,14.0,8.0,17.0,6.0,5.0,20.0,1.0,7.0,12.0,9.0,10.0,3.0,13.0,15.0,19.0,18
Brennan Johnson,16.0,FWD,15.0,19.0,8.0,18.0,13.0,3.0,,9.0,10.0,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Brice Samba,16.0,GK,15.0,19.0,8.0,18.0,13.0,3.0,,9.0,10.0,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Bruno Borges Fernandes,14.0,MID,5.0,4.0,12.0,17.0,10.0,1.0,,,13.0,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0,7.0,11.0,10.0,,12.0,17.0,,15.0,8.0,16.0,,18.0,2.0,19.0,20.0,3.0,9
Bruno GuimarÃ£es Rodriguez Moura,15.0,MID,16.0,5.0,13.0,20.0,12.0,7.0,,3.0,9.0,4.0,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0,7.0,19.0,3.0,12.0,,13.0,20.0,16.0,14.0,4.0,2.0,18.0,8.0,17.0,1.0,11.0,10.0,6
Bryan Gil Salvatierra,18.0,MID,17.0,6.0,20.0,16.0,19.0,9.0,,10.0,1.0,5.0,8.0,14.0,15.0,3.0,12.0,11.0,4.0,2.0,7.0,1.0,9.0,13.0,10.0,19.0,6.0,20.0,16.0,17.0,8.0,5.0,3.0,15.0,14.0,12.0,7.0,2.0,4.0,11
Bryan Mbeumo,4.0,FWD,10.0,14.0,9.0,8.0,7.0,11.0,,1.0,3.0,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0,11.0,17.0,1.0,7.0,,9.0,8.0,10.0,5.0,15.0,20.0,2.0,6.0,16.0,12.0,19.0,18.0,13
Bukayo Saka,1.0,MID,7.0,10.0,3.0,9.0,2.0,14.0,,4.0,18.0,12.0,11.0,,17.0,16.0,6.0,20.0,19.0,5.0,15.0,18.0,14.0,8.0,4.0,2.0,10.0,3.0,9.0,7.0,11.0,12.0,19.0,17.0,13.0,6.0,15.0,5.0,16.0,20
Callum Hudson-Odoi,6.0,MID,8.0,18.0,11.0,10.0,17.0,19.0,,,7.0,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
Callum Wilson,15.0,FWD,16.0,5.0,13.0,20.0,12.0,7.0,,3.0,9.0,4.0,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0,7.0,19.0,3.0,12.0,,13.0,20.0,16.0,14.0,4.0,2.0,18.0,8.0,17.0,1.0,11.0,10.0,6
Calum Chambers,2.0,DEF,3.0,8.0,7.0,19.0,1.0,13.0,,17.0,11.0,16.0,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0,17.0,10.0,13.0,1.0,8.0,7.0,19.0,3.0,6.0,16.0,15.0,4.0,9.0,14.0,20.0,18.0,12.0,5
Calvin Ramsay,12.0,DEF,9.0,7.0,14.0,3.0,15.0,8.0,,,5.0,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0,20.0,8.0,15.0,7.0,14.0,3.0,,13.0,1.0,11.0,16.0,19.0,18.0,4.0,10.0,2.0,17
Cameron Archer,2.0,FWD,3.0,8.0,7.0,19.0,1.0,13.0,,17.0,11.0,16.0,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0,17.0,10.0,13.0,1.0,8.0,7.0,19.0,3.0,6.0,16.0,15.0,4.0,9.0,14.0,20.0,18.0,12.0,5
Cameron Peupion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,8.0,1.0,17.0,2
Cameron Plain,,,,,,,,,,,,,,,,18.0,11.0,8.0,6.0,7.0,14.0,4.0,16.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
Caoimhin Kelleher,12.0,GK,9.0,7.0,14.0,3.0,15.0,8.0,,,5.0,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0,20.0,8.0,15.0,7.0,14.0,3.0,,13.0,1.0,11.0,16.0,19.0,18.0,4.0,10.0,2.0,17
Carlos Alcaraz,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,4.0,20.0,6.0,11.0,10.0,14.0,18.0,19.0,13.0,7.0,1.0,3.0,15.0,16.0,9.0,5.0,12
Carlos Henrique Casimiro,,,,,,17.0,10.0,1.0,,,13.0,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0,7.0,11.0,10.0,,12.0,17.0,,15.0,8.0,16.0,,18.0,2.0,19.0,20.0,3.0,9
Carlos Ribeiro Dias,16.0,MID,15.0,19.0,8.0,18.0,13.0,3.0,,9.0,10.0,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Carlos VinÃ­cius Alves Morais,,,,,,,,18.0,,16.0,15.0,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0,18.0,6.0,16.0,5.0,20.0,4.0,1.0,,3.0,19.0,8.0,11.0,2.0,13.0,10.0,17.0,7.0,14
Carney Chukwuemeka,6.0,MID,8.0,18.0,11.0,10.0,17.0,19.0,,,7.0,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
Charlie Goode,4.0,DEF,10.0,14.0,9.0,8.0,7.0,11.0,,1.0,3.0,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0,11.0,17.0,1.0,7.0,,9.0,8.0,10.0,5.0,15.0,20.0,2.0,6.0,16.0,12.0,19.0,18.0,13
Charlie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,19.0,8.0,11.0,2.0,13.0,10.0,17.0,7.0,14
Che Adams,17.0,FWD,18.0,11.0,10.0,14.0,6.0,20.0,,2.0,8.0,13.0,19.0,3.0,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0,2.0,4.0,20.0,6.0,11.0,10.0,14.0,18.0,19.0,13.0,7.0,1.0,3.0,15.0,16.0,9.0,5.0,12
Cheick DoucourÃ©,7.0,MID,1.0,12.0,2.0,13.0,4.0,15.0,,,6.0,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0,14.0,5.0,4.0,12.0,2.0,13.0,1.0,10.0,11.0,17.0,8.0,20.0,19.0,18.0,3.0,9.0,16
Cheikhou KouyatÃ©,,,,,8.0,18.0,13.0,3.0,,9.0,10.0,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Chem Campbell,20.0,MID,11.0,9.0,18.0,15.0,3.0,17.0,,13.0,19.0,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0,12.0,17.0,3.0,9.0,18.0,15.0,11.0,16.0,6.0,4.0,10.0,7.0,5.0,2.0,14.0,8.0,1
Chris Mepham,3.0,DEF,2.0,13.0,1.0,12.0,20.0,16.0,,15.0,4.0,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0,16.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
Chris Richards,7.0,DEF,1.0,12.0,2.0,13.0,4.0,15.0,,,6.0,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0,14.0,5.0,4.0,12.0,2.0,13.0,1.0,10.0,11.0,17.0,8.0,20.0,19.0,18.0,3.0,9.0,16
Chris Wood,15.0,FWD,16.0,5.0,13.0,20.0,12.0,7.0,,3.0,9.0,4.0,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Christian Benteke,7.0,FWD,1.0,12.0,2.0,13.0,4.0,15.0,,,6.0,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0,14.0,5.0,4.0,12.0,2.0,13.0,1.0,10.0,11.0,17.0,8.0,20.0,19.0,18.0,3.0,9.0,16
Christian Eriksen,14.0,MID,5.0,4.0,12.0,17.0,10.0,1.0,,,13.0,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0,7.0,11.0,10.0,,12.0,17.0,,15.0,8.0,16.0,,18.0,2.0,19.0,20.0,3.0,9
Christian NÃ¸rgaard,4.0,MID,10.0,14.0,9.0,8.0,7.0,11.0,,1.0,3.0,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0,11.0,17.0,1.0,7.0,,9.0,8.0,10.0,5.0,15.0,20.0,2.0,6.0,16.0,12.0,19.0,18.0,13
Christian Pulisic,6.0,MID,8.0,18.0,11.0,10.0,17.0,19.0,,,7.0,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
Christian Saydee,,,,,,12.0,20.0,16.0,,15.0,4.0,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0,16.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
Ciaran Clark,15.0,DEF,16.0,5.0,13.0,20.0,12.0,7.0,,3.0,9.0,4.0,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0,7.0,19.0,3.0,12.0,,13.0,20.0,16.0,14.0,4.0,2.0,18.0,8.0,17.0,1.0,11.0,10.0,6
Claudio Gomes,,,,,,7.0,16.0,2.0,,20.0,14.0,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0,18.0,2.0,16.0,3.0,15.0,7.0,,12.0,17.0,10.0,,1.0,9.0,11.0,8.0,6.0,4
ClÃ©ment Lenglet,18.0,DEF,17.0,6.0,20.0,16.0,19.0,9.0,,10.0,1.0,5.0,8.0,14.0,15.0,3.0,12.0,11.0,4.0,2.0,7.0,1.0,9.0,13.0,10.0,19.0,6.0,20.0,16.0,17.0,8.0,5.0,3.0,15.0,14.0,12.0,7.0,2.0,4.0,11
Cody Drameh,10.0,DEF,20.0,17.0,6.0,5.0,8.0,4.0,,,2.0,7.0,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0,4.0,16.0,14.0,8.0,17.0,6.0,5.0,20.0,1.0,7.0,12.0,9.0,10.0,3.0,13.0,15.0,19.0,18
Cody Gakpo,,,,,,,,,,,,,,,,,,,,,4.0,5.0,6.0,20.0,8.0,15.0,7.0,14.0,3.0,,13.0,1.0,11.0,16.0,19.0,18.0,4.0,10.0,2.0,17
Cole Palmer,13.0,MID,19.0,3.0,15.0,7.0,16.0,2.0,,20.0,14.0,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0,18.0,2.0,16.0,3.0,15.0,7.0,,12.0,17.0,10.0,,1.0,9.0,11.0,8.0,6.0,4
Connor Ronan,20.0,MID,11.0,9.0,18.0,15.0,3.0,17.0,,13.0,19.0,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0,12.0,17.0,3.0,9.0,18.0,15.0,11.0,16.0,6.0,4.0,10.0,7.0,5.0,2.0,14.0,8.0,1
Conor Coady,20.0,DEF,11.0,2.0,16.0,4.0,11.0,12.0,,19.0,17.0,14.0,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0,19.0,1.0,12.0,11.0,2.0,16.0,4.0,6.0,18.0,14.0,9.0,7.0,15.0,10.0,5.0,13.0,20.0,3
Conor Coventry,19.0,MID,13.0,16.0,5.0,2.0,18.0,6.0,,8.0,20.0,9.0,17.0,12.0,3.0,14.0,7.0,10.0,1.0,4.0,11.0,20.0,8.0,15.0,6.0,18.0,16.0,5.0,2.0,,17.0,9.0,1.0,3.0,12.0,7.0,14.0,4.0,11.0,10
Conor Gallagher,6.0,MID,8.0,18.0,11.0,10.0,17.0,19.0,,,7.0,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
Craig Dawson,19.0,DEF,13.0,16.0,5.0,2.0,18.0,6.0,,8.0,20.0,9.0,17.0,12.0,3.0,14.0,7.0,10.0,1.0,4.0,11.0,20.0,8.0,12.0,17.0,3.0,9.0,18.0,15.0,11.0,16.0,6.0,4.0,10.0,7.0,5.0,2.0,14.0,8.0,1
Cristian Romero,18.0,DEF,17.0,6.0,20.0,16.0,19.0,9.0,,10.0,1.0,5.0,8.0,14.0,15.0,3.0,12.0,11.0,4.0,2.0,7.0,1.0,9.0,13.0,10.0,19.0,6.0,20.0,16.0,17.0,8.0,5.0,3.0,15.0,14.0,12.0,7.0,2.0,4.0,11
Cristiano Ronaldo dos Santos Aveiro,14.0,FWD,5.0,4.0,12.0,17.0,10.0,1.0,,,13.0,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0,7.0,11.0,10.0,,12.0,17.0,,15.0,8.0,16.0,,18.0,2.0,19.0,20.0,3.0,9
Crysencio Summerville,10.0,MID,20.0,17.0,6.0,5.0,8.0,4.0,,,2.0,7.0,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0,4.0,16.0,14.0,8.0,17.0,6.0,5.0,20.0,1.0,7.0,12.0,9.0,10.0,3.0,13.0,15.0,19.0,18
Curtis Jones,12.0,MID,9.0,7.0,14.0,3.0,15.0,8.0,,,5.0,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0,20.0,8.0,15.0,7.0,14.0,3.0,,13.0,1.0,11.0,16.0,19.0,18.0,4.0,10.0,2.0,17
CÃ©dric Alves Soares,1.0,DEF,7.0,10.0,3.0,9.0,2.0,14.0,,4.0,18.0,12.0,11.0,,17.0,16.0,6.0,20.0,19.0,5.0,15.0,18.0,14.0,6.0,16.0,5.0,20.0,4.0,1.0,,3.0,19.0,8.0,11.0,2.0,13.0,10.0,17.0,7.0,14
CÃ©sar Azpilicueta,6.0,DEF,8.0,18.0,11.0,10.0,17.0,19.0,,,7.0,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
Dale Taylor,,,,,,,,,,,,,,,,,,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Dan Burn,15.0,DEF,16.0,5.0,13.0,20.0,12.0,7.0,,3.0,9.0,4.0,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0,7.0,19.0,3.0,12.0,,13.0,20.0,16.0,14.0,4.0,2.0,18.0,8.0,17.0,1.0,11.0,10.0,6
Dane Scarlett,18.0,FWD,17.0,6.0,20.0,16.0,19.0,9.0,,10.0,1.0,5.0,8.0,14.0,15.0,3.0,12.0,11.0,4.0,2.0,7.0,1.0,9.0,13.0,10.0,19.0,6.0,20.0,16.0,17.0,8.0,5.0,3.0,15.0,14.0,12.0,7.0,2.0,4.0,11
Dango Ouattara,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
Daniel Adu-Adjei,,,,,,,,,,,,,,,,,,,,,,4.0,16.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
Daniel Amartey,11.0,DEF,4.0,1.0,17.0,6.0,14.0,5.0,,18.0,16.0,3.0,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0,5.0,2.0,18.0,14.0,1.0,17.0,6.0,4.0,7.0,3.0,13.0,20.0,11.0,8.0,9.0,12.0,15.0,19
Daniel Bentley,,,,,,,,,,,,,,,,,,,,,,,,12.0,17.0,3.0,9.0,18.0,15.0,11.0,16.0,6.0,4.0,10.0,7.0,5.0,2.0,14.0,8.0,1
Daniel Castelo Podence,20.0,MID,11.0,9.0,18.0,15.0,3.0,17.0,,13.0,19.0,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0,12.0,17.0,3.0,9.0,18.0,15.0,11.0,16.0,6.0,4.0,10.0,7.0,5.0,2.0,14.0,8.0,1
Daniel Iversen,11.0,GK,4.0,1.0,17.0,6.0,14.0,5.0,,18.0,16.0,3.0,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0,5.0,2.0,18.0,14.0,1.0,17.0,6.0,4.0,7.0,3.0,13.0,20.0,11.0,8.0,9.0,12.0,15.0,19
Daniel James,10.0,MID,20.0,17.0,6.0,5.0,8.0,18.0,,16.0,15.0,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0,18.0,6.0,16.0,5.0,20.0,4.0,1.0,,3.0,19.0,8.0,11.0,2.0,13.0,10.0,17.0,7.0,14
Danilo dos Santos de Oliveira,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
Danny Ings,2.0,FWD,3.0,8.0,7.0,19.0,1.0,13.0,,17.0,11.0,16.0,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0,8.0,15.0,6.0,18.0,16.0,5.0,2.0,,17.0,9.0,1.0,3.0,12.0,7.0,14.0,4.0,11.0,10
Danny Ward,11.0,GK,4.0,1.0,17.0,6.0,14.0,5.0,,18.0,16.0,3.0,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0,5.0,2.0,18.0,14.0,1.0,17.0,6.0,4.0,7.0,3.0,13.0,20.0,11.0,8.0,9.0,12.0,15.0,19
Danny Welbeck,5.0,FWD,14.0,15.0,19.0,11.0,9.0,10.0,,,12.0,18.0,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0,10.0,3.0,7.0,9.0,,19.0,11.0,,4.0,18.0,6.0,,16.0,20.0,8.0,1.0,17.0,2
Darko Gyabi,10.0,MID,20.0,17.0,6.0,5.0,8.0,4.0,,,2.0,7.0,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0,4.0,16.0,14.0,8.0,17.0,6.0,5.0,20.0,1.0,7.0,12.0,9.0,10.0,3.0,13.0,15.0,19.0,18
Darren Randolph,19.0,GK,13.0,16.0,5.0,2.0,18.0,6.0,,8.0,20.0,9.0,17.0,12.0,3.0,14.0,7.0,10.0,1.0,4.0,11.0,20.0,8.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
Darwin NÃºÃ±ez Ribeiro,12.0,FWD,9.0,7.0,14.0,3.0,15.0,8.0,,,5.0,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0,20.0,8.0,15.0,7.0,14.0,3.0,,13.0,1.0,11.0,16.0,19.0,18.0,4.0,10.0,2.0,17
David Brooks,3.0,MID,2.0,13.0,1.0,12.0,20.0,16.0,,15.0,4.0,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0,16.0,5.0,15.0,20.0,13.0,1.0,12.0,2.0,9.0,10.0,18.0,19.0,17.0,11.0,6.0,7.0,14.0,8
David Datro Fofana,,,,,,,,,,,,,,,,,,,,,13.0,7.0,12.0,9.0,19.0,17.0,18.0,11.0,10.0,8.0,2.0,20.0,5.0,,4.0,1.0,3.0,16.0,13.0,15
David De Gea Quintana,14.0,GK,5.0,4.0,12.0,17.0,10.0,1.0,,,13.0,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0,7.0,11.0,10.0,,12.0,17.0,,15.0,8.0,16.0,,18.0,2.0,19.0,20.0,3.0,9
David Ozoh,,,,,,,,,,,,,,,,,,,,3.0,18.0,6.0,15.0,14.0,5.0,4.0,12.0,2.0,13.0,1.0,10.0,11.0,17.0,8.0,20.0,19.0,18.0,3.0,9.0,16
David Raya Martin,4.0,GK,10.0,14.0,9.0,8.0,7.0,11.0,,1.0,3.0,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0,11.0,17.0,1.0,7.0,,9.0,8.0,10.0,5.0,15.0,20.0,2.0,6.0,16.0,12.0,19.0,18.0,13
Davinson SÃ¡nchez,18.0,DEF,17.0,6.0,20.0,16.0,19.0,9.0,,10.0,1.0,5.0,8.0,14.0,15.0,3.0,12.0,11.0,4.0,2.0,7.0,1.0,9.0,13.0,10.0,19.0,6.0,20.0,16.0,17.0,8.0,5.0,3.0,15.0,14.0,12.0,7.0,2.0,4.0,11
Dean Henderson,16.0,GK,15.0,19.0,8.0,18.0,13.0,3.0,,9.0,10.0,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0,11.0,9.0,13.0,19.0,8.0,18.0,15.0,20.0,2.0,14.0,12.0,5.0,4.0,17.0,6.0,1.0,7
