name,team,position,gw1_expected_assists,gw2_expected_assists,gw3_expected_assists,gw4_expected_assists,gw5_expected_assists,gw6_expected_assists,gw7_expected_assists,gw8_expected_assists,gw9_expected_assists,gw10_expected_assists,gw11_expected_assists,gw12_expected_assists,gw13_expected_assists,gw14_expected_assists,gw15_expected_assists,gw16_expected_assists,gw17_expected_assists,gw18_expected_assists,gw19_expected_assists,gw20_expected_assists,gw21_expected_assists,gw22_expected_assists,gw23_expected_assists,gw24_expected_assists,gw25_expected_assists,gw26_expected_assists,gw27_expected_assists,gw28_expected_assists,gw29_expected_assists,gw30_expected_assists,gw31_expected_assists,gw32_expected_assists,gw33_expected_assists,gw34_expected_assists,gw35_expected_assists,gw36_expected_assists,gw37_expected_assists,gw38_expected_assists
Danny Ward,11.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Welbeck,5.0,FWD,0.04,0.02,0.01,0.13,0.06,0.01,0.02,0.01,0.01,0.02,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.45,0.0,0.0,0.18,0.0,0.03,0.01,0.01,0.06,0.03,0.02,0.01,0.08,0.0
Dante Cassanova,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dara O'Shea,,,,,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.0,0.07,0.0,0.37,0.0,0.01,0.0,0.0,0.0,0.0,0.02
Darwin NÃºÃ±ez Ribeiro,12.0,FWD,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.13,0.03,0.02,0.02,0.0,0.03,,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.02,,0.01,0.01,0.0,0.0,0.02,0.02,0.01,0.04,0.02
David Brooks,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.01,0.38,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.05,0.12,0.39,0.03,0.11,0.01,0.02,0.02,0.0,0.03,0.01,0.13,0.0,0.04,0.0,0.0,0.14,0.03,0.19
David Datro Fofana,6.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Moyes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ozoh,7.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
David Raya Martin,1.0,GK,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,0.01,0.0
Dean Henderson,7.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Dean Huijsen,3.0,DEF,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.29,0.01,0.03,0.01,0.02,0.02,0.04,0.24,0.08,0.0,0.04,0.01,0.02,0.01,0.01,0.01,0.31,0.08,0.19,0.0,0.04,0.01,0.02,0.02,0.02,0.01
Declan Rice,1.0,MID,0.05,0.11,0.03,0.0,0.01,0.22,0.2,0.15,0.2,0.19,0.07,0.0,0.12,0.41,0.6,0.06,0.05,0.31,0.0,0.42,0.17,0.19,0.27,0.2,0.02,0.17,0.22,0.3,0.27,0.12,0.02,0.09,0.16,,0.08,0.0,0.02,0.07
Deivid Washington de Souza EugÃªnio,6.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Kulusevski,18.0,MID,0.17,0.11,0.11,0.11,0.11,0.39,0.19,0.06,0.02,0.37,0.34,0.47,0.01,0.11,0.04,0.09,0.06,0.09,0.33,0.19,0.05,0.25,0.05,0.09,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0
Deniz Undav,5.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dermot Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Destiny Udogie,18.0,DEF,0.06,0.01,0.02,0.03,0.04,0.01,0.01,0.51,0.06,0.16,0.04,0.01,0.03,0.04,0.01,0.01,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
Diego Carlos Santos Silva,2.0,DEF,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Diego GÃ³mez,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.0,0.01,0.0,0.26,0.42,0.01,0.01,0.01,0.02,0.0,0.0,0.03,0.0,0.16,0.06,0.16
Diogo Dalot Teixeira,14.0,DEF,0.02,0.05,0.02,0.48,0.23,0.02,0.01,0.01,0.15,0.01,0.01,0.01,0.03,0.01,0.04,0.02,0.04,0.07,0.08,0.17,0.0,0.04,0.01,0.13,0.03,0.03,0.04,0.07,0.04,0.24,0.19,0.02,0.03,0.0,0.0,0.0,0.0,0.0
Diogo Teixeira da Silva,12.0,MID,0.04,0.06,0.01,0.0,0.0,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.22,0.02,0.02,0.04,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.0,,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Divin Mubama,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Djed Spence,18.0,DEF,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.16,0.0,0.01,0.0,0.04,0.0,0.08,0.14,0.01,0.1,0.02,0.06,0.06,0.3,0.03,0.02,0.03,0.02,0.0,0.01,0.0
Dominic Calvert-Lewin,8.0,FWD,0.01,0.0,0.4,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.05,0.01,0.0,0.01,,0.0,0.0,0.01,0.03,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Sadi,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Solanke-Mitchell,18.0,FWD,0.15,0.0,0.0,0.03,0.07,0.01,0.29,0.03,0.01,0.0,0.02,0.05,0.0,0.04,0.0,0.0,0.17,0.07,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai,12.0,MID,0.24,0.41,0.15,0.08,0.02,0.01,0.06,0.02,0.0,0.04,0.18,0.42,0.1,0.02,,0.44,0.52,0.03,0.0,0.0,0.15,0.04,0.04,0.63,0.02,0.14,0.03,0.03,,0.05,0.01,0.01,0.23,0.64,0.01,0.63,0.02,0.1
Donyell Malen,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.01,0.02,0.0,0.0,0.0,,0.0,0.0,0.01,0.0,,0.0,0.0,0.0,0.1
Dwight McNeil,8.0,MID,0.16,0.64,0.75,0.87,0.34,0.21,0.09,0.18,0.13,0.09,0.0,0.17,0.27,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.07,0.38,0.01
Eberechi Eze,7.0,MID,0.05,0.17,0.06,0.34,0.13,0.09,0.2,0.08,0.26,0.0,0.0,0.0,0.09,0.28,0.0,0.02,0.0,0.2,0.08,0.09,0.12,0.44,0.12,0.04,0.11,0.14,0.16,0.02,,0.04,0.02,0.0,0.05,,0.07,0.2,0.06,0.59
Eddie Howe,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Nketiah,1.0,FWD,0.0,0.0,0.0,0.23,0.01,0.01,0.01,0.06,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.28,,0.0,0.0,0.0,0.0,,0.0,0.0,0.02,0.0
Ederson Santana de Moraes,13.0,GK,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,,0.0,0.0,0.0,0.0
Edson Ãlvarez VelÃ¡zquez,19.0,MID,0.0,0.21,0.02,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.15,0.01,0.01,0.01,0.01,0.0,0.03,0.0,0.01,0.18,0.0,0.04,0.01,0.02,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.04
Eiran Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elkan Baggott,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,16.0,MID,0.01,0.03,0.07,0.01,0.0,0.04,0.01,0.44,0.08,0.28,0.01,0.0,0.19,0.03,0.09,0.59,0.28,0.19,0.01,0.01,0.01,0.01,0.37,0.04,0.02,0.16,0.01,0.02,0.03,0.02,0.04,0.01,0.01,0.05,0.05,0.02,0.24,0.03
Elyh Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Leite de Souza Junior,18.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri dos Santos,19.0,DEF,0.02,0.01,0.06,0.05,0.16,0.01,0.11,0.67,0.03,0.13,0.02,0.05,0.0,0.04,0.11,0.0,0.14,0.05,0.01,0.0,0.0,0.02,0.19,0.0,0.01,0.0,0.0,0.0,0.22,0.0,0.03,0.0,0.03,0.01,0.01,0.0,0.0,0.0
Emil Krafth,15.0,DEF,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Emile Smith Rowe,9.0,MID,0.0,0.03,0.01,0.66,0.02,0.05,0.01,0.01,0.02,0.29,0.05,0.02,0.09,0.01,0.0,0.02,0.0,0.0,0.0,0.03,0.02,0.1,0.03,0.04,0.03,0.01,0.0,0.0,0.13,0.02,0.0,0.02,0.0,0.02,0.0,0.19,0.06,0.05
Emiliano BuendÃ­a Stati,2.0,MID,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emiliano MartÃ­nez Romero,2.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.01,0.0,0.0
Emmanuel Agbadou,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.01,0.19,0.01,0.01,0.02,0.01
Emmanuel Dennis,16.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endo Wataru,12.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01
Enes Ãnal,3.0,FWD,0.0,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enso GonzÃ¡lez,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enzo Barrenechea,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Enzo FernÃ¡ndez,6.0,MID,0.08,0.04,0.08,0.0,0.13,0.16,0.16,0.01,0.0,0.01,0.05,0.22,0.18,0.85,0.35,0.08,0.24,0.18,0.68,0.04,0.24,0.0,0.01,0.02,0.1,0.34,0.54,0.15,0.02,0.03,0.07,0.42,0.43,0.02,0.06,0.1,0.01,0.01
Enzo Maresca,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric da Silva Moreira,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erling Haaland,13.0,FWD,0.0,0.04,0.11,0.01,0.02,0.1,0.09,0.02,0.0,0.02,0.0,0.03,0.01,0.29,0.12,0.01,0.04,0.05,0.13,0.07,0.05,0.03,0.03,0.03,0.36,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,,0.0,0.21,0.06,0.02
Ethan Brierley,4.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.08,0.0,0.11,0.02,0.0,0.0,0.0,0.02,0.57,0.11,0.06,0.03,0.0,0.26,0.08,0.03,0.06,,0.01,0.0,0.0,0.13
Ethan Pinnock,4.0,DEF,0.0,0.0,0.01,0.03,0.0,0.02,0.0,0.13,0.2,0.01,0.13,0.0,0.02,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Wheatley,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,5.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezra Mayers,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezri Konsa Ngoyo,2.0,DEF,0.01,0.01,0.0,0.01,0.02,0.02,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,,0.0,0.0,0.05,0.01,,0.01,0.0,0.12,0.0
Fabian HÃ¼rzeler,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian SchÃ¤r,15.0,DEF,0.0,0.0,0.0,0.01,0.2,0.04,0.01,0.23,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.09,0.02,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.01,0.01,,0.01,0.0,0.0,0.0,0.03,0.09,0.02,0.01,0.04
Facundo Buonanotte,11.0,MID,0.19,0.19,0.0,0.0,0.01,0.06,0.15,0.17,0.09,0.08,0.38,0.0,0.02,0.14,0.0,0.0,0.0,0.0,0.19,0.0,0.25,0.06,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.21,0.0,0.04,0.01,0.0,0.01,0.0,0.0
Facundo Pellistri Rebollo,14.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Chiesa,,,,,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
Felipe Rodrigues da Silva,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Ferdi Kadioglu,,,,,0.0,0.02,0.0,0.04,0.15,0.01,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip JÃ¸rgensen,6.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Marschall,2.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Flynn Downes,17.0,MID,0.1,0.06,0.33,0.02,0.26,0.14,0.0,0.01,0.0,0.19,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.04,0.15,0.0,0.01,0.01
Francisco Evanilson de Lima Barbosa,,,,0.0,0.07,0.08,0.24,0.0,0.16,0.04,0.0,0.0,0.01,0.01,0.01,0.08,0.0,0.31,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.01,0.01,0.01,0.03,0.17,0.01,0.01,0.02,0.05
Francisco Jorge TomÃ¡s Oliveira,20.0,MID,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Umeh-Chibueze,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Frank Onyeka,4.0,MID,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraser Forster,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Ladapo,10.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Simmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FÃ¡bio Ferreira Vieira,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
FÃ¡bio Freitas Gouveia Carvalho,4.0,MID,0.0,0.01,0.0,0.0,0.34,0.06,0.02,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FÃ¡bio Silva,20.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Fernando de Jesus,1.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.02,0.01,0.1,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Gabriel Martinelli Silva,1.0,MID,0.19,0.41,0.0,0.14,0.06,0.55,0.04,0.01,0.39,0.06,0.0,0.0,0.0,0.0,0.01,0.1,0.53,0.07,0.12,0.01,0.05,0.14,0.02,0.06,0.0,0.0,0.0,0.07,0.09,0.3,0.02,0.11,0.02,,0.37,0.03,0.05,0.23
Gabriel dos Santos MagalhÃ£es,1.0,DEF,0.02,0.02,0.01,0.0,0.01,0.05,0.04,0.0,0.0,0.1,0.23,0.02,0.0,0.0,0.0,0.04,0.01,0.05,0.31,0.01,0.01,0.07,0.01,0.02,0.04,0.09,0.01,0.03,0.01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Garang Kuol,15.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Bazunu,17.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
